SampleID,作物,氮水平,蚯蚓处理,variable,variable_label,value,unit,variable_group
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,TC_gkg,TC,20.5593729019165,g kg^-1,C_N_pool
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,TN_gkg,TN,0.806129574775696,g kg^-1,C_N_pool
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,SOC_gkg,SOC,1.92281158523315,g kg^-1,C_N_pool
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,NO3_N,NO3--N,46.0033110162486,mg kg^-1,available_N
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,NH4_N,NH4+-N,14.3612872185914,mg kg^-1,available_N
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,N_availability,Available N,60.3645982348401,mg kg^-1,available_N
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,pH,pH,7.05,none,supplement
R-N3-11,黑麦草,150%氮肥,不加蚯蚓,Soil_moisture,Soil moisture,16.231884057971,%,supplement
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,TC_gkg,TC,14.420473575592,g kg^-1,C_N_pool
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,TN_gkg,TN,0.697777271270752,g kg^-1,C_N_pool
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,SOC_gkg,SOC,1.75593414650691,g kg^-1,C_N_pool
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,NO3_N,NO3--N,28.9483949221097,mg kg^-1,available_N
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,NH4_N,NH4+-N,16.9249388254606,mg kg^-1,available_N
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,N_availability,Available N,45.8733337475703,mg kg^-1,available_N
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,pH,pH,7.03,none,supplement
R-N3-13,黑麦草,150%氮肥,不加蚯蚓,Soil_moisture,Soil moisture,18.5897435897436,%,supplement
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,TC_gkg,TC,13.7686097621918,g kg^-1,C_N_pool
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,TN_gkg,TN,0.563520640134811,g kg^-1,C_N_pool
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,SOC_gkg,SOC,2.16460697883963,g kg^-1,C_N_pool
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,NO3_N,NO3--N,45.929042755718,mg kg^-1,available_N
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,NH4_N,NH4+-N,16.6848769564024,mg kg^-1,available_N
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,N_availability,Available N,62.6139197121203,mg kg^-1,available_N
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,pH,pH,7.16,none,supplement
R-N3-17,黑麦草,150%氮肥,不加蚯蚓,Soil_moisture,Soil moisture,13.2394366197183,%,supplement
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,TC_gkg,TC,22.7115702629089,g kg^-1,C_N_pool
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,TN_gkg,TN,0.715996623039246,g kg^-1,C_N_pool
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,SOC_gkg,SOC,2.27742796613996,g kg^-1,C_N_pool
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,NO3_N,NO3--N,35.4425486805889,mg kg^-1,available_N
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,NH4_N,NH4+-N,5.48481841150083,mg kg^-1,available_N
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,N_availability,Available N,40.9273670920897,mg kg^-1,available_N
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,pH,pH,7.09,none,supplement
R-N4-11,黑麦草,200%氮肥,不加蚯蚓,Soil_moisture,Soil moisture,13.1861912846633,%,supplement
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,TC_gkg,TC,17.3894941806793,g kg^-1,C_N_pool
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,TN_gkg,TN,0.744672045111656,g kg^-1,C_N_pool
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,SOC_gkg,SOC,3.1125528216362,g kg^-1,C_N_pool
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,NO3_N,NO3--N,48.4084726479512,mg kg^-1,available_N
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,NH4_N,NH4+-N,9.1572563646883,mg kg^-1,available_N
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,N_availability,Available N,57.5657290126395,mg kg^-1,available_N
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,pH,pH,7.04,none,supplement
R-N4-13,黑麦草,200%氮肥,不加蚯蚓,Soil_moisture,Soil moisture,12.4859392575928,%,supplement
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,TC_gkg,TC,17.4442303180695,g kg^-1,C_N_pool
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,TN_gkg,TN,0.608893856406212,g kg^-1,C_N_pool
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,SOC_gkg,SOC,2.64120006254459,g kg^-1,C_N_pool
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,NO3_N,NO3--N,33.7476301632949,mg kg^-1,available_N
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,NH4_N,NH4+-N,12.8206880146598,mg kg^-1,available_N
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,N_availability,Available N,46.5683181779547,mg kg^-1,available_N
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,pH,pH,7.18,none,supplement
R-N4-17,黑麦草,200%氮肥,不加蚯蚓,Soil_moisture,Soil moisture,12.0927664273882,%,supplement
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,TC_gkg,TC,13.5889780521393,g kg^-1,C_N_pool
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,TN_gkg,TN,1.70926138758659,g kg^-1,C_N_pool
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,SOC_gkg,SOC,1.49330106960137,g kg^-1,C_N_pool
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,NO3_N,NO3--N,51.5803973064796,mg kg^-1,available_N
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,NH4_N,NH4+-N,8.61001917537223,mg kg^-1,available_N
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,N_availability,Available N,60.1904164818518,mg kg^-1,available_N
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,pH,pH,7.12,none,supplement
R-N1+E-16,黑麦草,50%氮肥,加蚯蚓,Soil_moisture,Soil moisture,26.4687302590019,%,supplement
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,TC_gkg,TC,12.9006361961365,g kg^-1,C_N_pool
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,TN_gkg,TN,1.56297504901886,g kg^-1,C_N_pool
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,SOC_gkg,SOC,1.6149338739868,g kg^-1,C_N_pool
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,NO3_N,NO3--N,35.7963742138358,mg kg^-1,available_N
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,NH4_N,NH4+-N,5.96050549444031,mg kg^-1,available_N
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,N_availability,Available N,41.7568797082761,mg kg^-1,available_N
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,pH,pH,7.09,none,supplement
R-N1+E-17,黑麦草,50%氮肥,加蚯蚓,Soil_moisture,Soil moisture,17.7058823529412,%,supplement
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,TC_gkg,TC,13.4590864181519,g kg^-1,C_N_pool
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,TN_gkg,TN,0.900365263223648,g kg^-1,C_N_pool
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,SOC_gkg,SOC,1.99477615274723,g kg^-1,C_N_pool
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,NO3_N,NO3--N,52.1662408565653,mg kg^-1,available_N
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,NH4_N,NH4+-N,8.82829677409571,mg kg^-1,available_N
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,N_availability,Available N,60.994537630661,mg kg^-1,available_N
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,pH,pH,7.16,none,supplement
R-N1+E-20,黑麦草,50%氮肥,加蚯蚓,Soil_moisture,Soil moisture,21.2946158499697,%,supplement
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,TC_gkg,TC,18.2189762592316,g kg^-1,C_N_pool
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,TN_gkg,TN,0.704611912369728,g kg^-1,C_N_pool
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,SOC_gkg,SOC,2.73256557631362,g kg^-1,C_N_pool
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,NO3_N,NO3--N,27.4700728293496,mg kg^-1,available_N
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,NH4_N,NH4+-N,10.3603674135972,mg kg^-1,available_N
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,N_availability,Available N,37.8304402429468,mg kg^-1,available_N
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,pH,pH,7.02,none,supplement
R-N2+E-12,黑麦草,100%氮肥,加蚯蚓,Soil_moisture,Soil moisture,16.144018583043,%,supplement
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,TC_gkg,TC,18.2238793373108,g kg^-1,C_N_pool
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,TN_gkg,TN,0.722729489207268,g kg^-1,C_N_pool
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,SOC_gkg,SOC,1.64803443435699,g kg^-1,C_N_pool
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,NO3_N,NO3--N,27.915357851404,mg kg^-1,available_N
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,NH4_N,NH4+-N,9.50011309119528,mg kg^-1,available_N
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,N_availability,Available N,37.4154709425993,mg kg^-1,available_N
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,pH,pH,7.18,none,supplement
R-N2+E-15,黑麦草,100%氮肥,加蚯蚓,Soil_moisture,Soil moisture,18.8645771732703,%,supplement
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,TC_gkg,TC,17.4627661705017,g kg^-1,C_N_pool
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,TN_gkg,TN,1.31427749991417,g kg^-1,C_N_pool
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,SOC_gkg,SOC,1.92220676170523,g kg^-1,C_N_pool
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,NO3_N,NO3--N,38.9006529940405,mg kg^-1,available_N
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,NH4_N,NH4+-N,6.13210445557625,mg kg^-1,available_N
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,N_availability,Available N,45.0327574496168,mg kg^-1,available_N
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,pH,pH,7.06,none,supplement
R-N2+E-19,黑麦草,100%氮肥,加蚯蚓,Soil_moisture,Soil moisture,19.2170818505338,%,supplement
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,TC_gkg,TC,15.7100474834442,g kg^-1,C_N_pool
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,TN_gkg,TN,0.648259073495865,g kg^-1,C_N_pool
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,SOC_gkg,SOC,2.07041713051208,g kg^-1,C_N_pool
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,NO3_N,NO3--N,52.10705382124,mg kg^-1,available_N
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,NH4_N,NH4+-N,5.76132959523879,mg kg^-1,available_N
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,N_availability,Available N,57.8683834164788,mg kg^-1,available_N
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,pH,pH,7.15,none,supplement
R-N3+E-11,黑麦草,150%氮肥,加蚯蚓,Soil_moisture,Soil moisture,15.0802752293578,%,supplement
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,TC_gkg,TC,14.1707527637482,g kg^-1,C_N_pool
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,TN_gkg,TN,1.28992408514023,g kg^-1,C_N_pool
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,SOC_gkg,SOC,0.996913801033443,g kg^-1,C_N_pool
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,NO3_N,NO3--N,23.3203225456067,mg kg^-1,available_N
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,NH4_N,NH4+-N,14.1862414594907,mg kg^-1,available_N
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,N_availability,Available N,37.5065640050974,mg kg^-1,available_N
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,pH,pH,7.18,none,supplement
R-N3+E-13,黑麦草,150%氮肥,加蚯蚓,Soil_moisture,Soil moisture,19.4029850746269,%,supplement
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,TC_gkg,TC,15.5908942222595,g kg^-1,C_N_pool
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,TN_gkg,TN,0.78883983194828,g kg^-1,C_N_pool
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,SOC_gkg,SOC,2.34557400941849,g kg^-1,C_N_pool
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,NO3_N,NO3--N,48.3675725851883,mg kg^-1,available_N
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,NH4_N,NH4+-N,10.4900027636366,mg kg^-1,available_N
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,N_availability,Available N,58.8575753488249,mg kg^-1,available_N
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,pH,pH,7.18,none,supplement
R-N3+E-15,黑麦草,150%氮肥,加蚯蚓,Soil_moisture,Soil moisture,12.2562674094707,%,supplement
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,TC_gkg,TC,15.9988749027252,g kg^-1,C_N_pool
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,TN_gkg,TN,0.690933018922806,g kg^-1,C_N_pool
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,SOC_gkg,SOC,2.09012821408773,g kg^-1,C_N_pool
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,NO3_N,NO3--N,57.8044576973751,mg kg^-1,available_N
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,NH4_N,NH4+-N,5.78691046813439,mg kg^-1,available_N
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,N_availability,Available N,63.5913681655095,mg kg^-1,available_N
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,pH,pH,7.31,none,supplement
R-N4+E-12,黑麦草,200%氮肥,加蚯蚓,Soil_moisture,Soil moisture,15.5172413793104,%,supplement
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,TC_gkg,TC,16.6016912460327,g kg^-1,C_N_pool
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,TN_gkg,TN,1.3029870390892,g kg^-1,C_N_pool
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,SOC_gkg,SOC,1.51184955154724,g kg^-1,C_N_pool
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,NO3_N,NO3--N,44.2646686001068,mg kg^-1,available_N
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,NH4_N,NH4+-N,5.58866787872714,mg kg^-1,available_N
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,N_availability,Available N,49.853336478834,mg kg^-1,available_N
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,pH,pH,7.03,none,supplement
R-N4+E-13,黑麦草,200%氮肥,加蚯蚓,Soil_moisture,Soil moisture,16.4144353899884,%,supplement
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,TC_gkg,TC,15.4808187484741,g kg^-1,C_N_pool
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,TN_gkg,TN,1.02566465735435,g kg^-1,C_N_pool
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,SOC_gkg,SOC,2.09860791545189,g kg^-1,C_N_pool
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,NO3_N,NO3--N,42.6974806439402,mg kg^-1,available_N
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,NH4_N,NH4+-N,8.89823510607737,mg kg^-1,available_N
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,N_availability,Available N,51.5957157500176,mg kg^-1,available_N
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,pH,pH,7.03,none,supplement
R-N4+E-20,黑麦草,200%氮肥,加蚯蚓,Soil_moisture,Soil moisture,21.1943793911007,%,supplement
